conv_id,speaker,word_pos,pause_ms,pause_mark,pause_len,iu_len,iu_len_prev,on
1,1_LENORE,10,0.0,0,0,1,10,9.21
1,1_LENORE,11,0.0,1,3,4,1,9.52
1,1_LENORE,15,0.0,1,3,3,4,14.1
1,1_LYNNE,19,0.0,0,0,6,1,16.78
1,1_LYNNE,25,9.99999999999801,0,0,2,6,18.33
1,1_LYNNE,27,0.0,1,3,1,2,18.85
1,1_DORIS,29,0.0,0,0,1,1,21.19
1,1_LYNNE,41,0.0,0,0,5,7,24.25
1,1_LYNNE,46,0.0,0,0,4,5,25.07
1,1_LYNNE,50,0.0,1,2,3,4,26.14
1,1_LYNNE,53,0.0,0,0,2,3,26.62
1,1_LYNNE,55,0.0,0,0,6,2,26.87
1,1_LYNNE,61,0.0,1,3,3,6,28.37
1,1_LYNNE,64,0.0,1,3,2,3,30.1
1,1_LYNNE,66,0.0,0,0,1,2,32.36
1,1_LYNNE,67,0.0,0,0,7,1,32.59
1,1_LYNNE,74,0.0,0,0,3,7,33.9
1,1_LYNNE,77,0.0,0,0,5,3,34.22
1,1_LYNNE,82,0.0,1,3,5,5,35.23
1,1_LYNNE,87,0.0,0,0,10,5,36.88
1,1_LYNNE,97,0.0,1,2,2,10,39.3
1,1_LYNNE,99,0.0,1,2,2,2,39.8
1,1_LYNNE,101,0.0,1,2,1,2,40.27
1,1_LYNNE,102,0.0,0,0,5,1,41.39
1,1_LYNNE,107,0.0,0,0,4,5,42.84
1,1_LYNNE,111,0.0,0,0,3,4,43.66
1,1_LYNNE,114,0.0,0,0,3,3,44.2
1,1_LYNNE,117,0.0,1,2,3,3,44.92
1,1_LYNNE,120,0.0,0,0,7,0,48.0
1,1_LYNNE,127,0.0,0,0,3,7,48.96
1,1_LYNNE,130,0.0,0,0,6,3,49.39
1,1_LYNNE,136,0.0,0,0,2,6,50.39
1,1_LYNNE,138,0.0,1,3,15,2,50.84
1,1_LYNNE,153,0.0,1,2,6,15,53.79
1,1_LYNNE,159,0.0,1,2,5,6,56.79
1,1_LYNNE,175,140.00000000000057,1,3,1,1,60.06
1,1_LYNNE,184,0.0,0,0,8,1,62.93
1,1_LYNNE,192,0.0,1,3,1,8,65.03
1,1_LYNNE,193,0.0,1,3,2,1,65.73
1,1_LYNNE,195,0.0,0,0,5,2,66.3
1,1_LYNNE,200,0.0,0,0,4,5,67.17
1,1_LYNNE,204,0.0,0,0,8,4,68.02
1,1_LYNNE,212,0.0,1,2,6,8,69.67
1,1_LYNNE,218,0.0,0,0,3,6,70.97
1,1_LYNNE,221,0.0,0,0,1,3,71.82
1,1_LYNNE,222,0.0,0,0,2,1,72.12
1,1_LYNNE,224,0.0,1,2,5,2,72.87
1,1_LYNNE,229,0.0,0,0,7,5,74.52
1,1_LYNNE,236,0.0,0,0,1,7,75.67
1,1_LYNNE,237,0.0,1,3,3,1,76.95
1,1_LYNNE,240,0.0,0,0,1,3,79.57
1,1_LYNNE,241,0.0,1,3,2,1,80.02
1,1_LYNNE,243,0.0,0,0,1,2,81.07
1,1_LYNNE,244,0.0,0,0,2,1,81.41
1,1_LYNNE,246,0.0,0,0,3,2,82.31
1,1_LYNNE,249,0.0,0,0,2,3,82.91
1,1_LYNNE,251,0.0,0,0,2,2,83.66
1,1_LYNNE,253,0.0,0,0,2,2,84.16
1,1_LYNNE,255,0.0,0,0,4,2,84.56
1,1_LYNNE,259,0.0,0,0,2,4,85.66
1,1_LYNNE,261,0.0,1,2,6,2,85.99
1,1_LYNNE,267,0.0,0,0,5,6,88.13
1,1_LYNNE,272,0.0,0,0,4,5,89.43
1,1_LYNNE,276,0.0,0,0,8,4,90.06
1,1_LYNNE,284,0.0,0,0,1,8,91.87
1,1_LYNNE,285,0.0,1,3,7,1,92.87
1,1_LYNNE,292,0.0,0,0,2,7,94.57
1,1_LYNNE,294,0.0,0,0,1,2,94.95
1,1_LYNNE,295,0.0,0,0,4,1,95.18
1,1_LYNNE,299,0.0,0,0,2,4,95.97
1,1_LYNNE,301,0.0,1,2,11,2,96.39
1,1_LYNNE,312,0.0,1,2,6,11,98.13
1,1_LYNNE,318,0.0,1,2,2,6,99.02
1,1_LYNNE,320,0.0,0,0,4,2,99.38
1,1_LYNNE,324,0.0,1,2,4,4,100.47
1,1_LYNNE,328,0.0,1,2,2,4,101.28
1,1_LYNNE,330,0.0,0,0,5,2,102.13
1,1_LYNNE,335,0.0,1,2,6,5,103.23
1,1_LYNNE,341,0.0,0,0,3,6,105.15
1,1_LYNNE,344,0.0,0,0,13,3,105.87
1,1_LYNNE,357,0.0,1,2,2,13,109.42
1,1_LYNNE,359,0.0,1,3,1,2,110.07
1,1_LYNNE,360,0.0,0,0,6,1,110.62
1,1_LYNNE,366,0.0,0,0,2,6,112.22
1,1_LYNNE,368,0.0,0,0,7,2,112.41
1,1_LYNNE,375,0.0,0,0,3,7,113.66
1,1_LYNNE,378,0.0,1,2,2,3,116.09
1,1_LYNNE,380,0.0,1,3,6,2,117.01
1,1_LYNNE,386,0.0,1,2,2,6,119.68
1,1_LYNNE,388,0.0,1,2,8,2,120.07
1,1_LYNNE,396,0.0,0,0,1,8,123.07
1,1_LYNNE,397,0.0,0,0,7,1,123.48
1,1_LYNNE,404,0.0,0,0,3,7,124.98
1,1_LYNNE,407,0.0,0,0,1,3,125.38
1,1_LYNNE,408,0.0,1,3,3,1,125.77
1,1_LYNNE,411,0.0,0,0,4,3,128.15
1,1_LYNNE,415,0.0,0,0,2,4,129.57
1,1_LYNNE,417,0.0,0,0,3,2,129.86
1,1_LYNNE,420,0.0,0,0,1,3,130.64
1,1_LYNNE,421,0.0,1,2,2,1,130.86
1,1_LENORE,424,0.0,0,0,2,1,131.59
1,1_LYNNE,428,30.000000000001137,0,0,7,2,131.99
1,1_LYNNE,435,0.0,0,0,2,7,133.19
1,1_LYNNE,437,0.0,0,0,2,2,133.87
1,1_LYNNE,439,0.0,0,0,3,2,134.66
1,1_LYNNE,442,0.0,1,3,1,3,135.75
1,1_LYNNE,443,0.0,1,2,2,1,136.88
1,1_LYNNE,445,0.0,0,0,8,2,137.41
1,1_LYNNE,453,0.0,0,0,6,8,139.09
1,1_LYNNE,459,0.0,1,2,2,6,140.31
1,1_LYNNE,461,0.0,0,0,7,2,140.81
1,1_LYNNE,468,0.0,0,0,2,7,141.96
1,1_LYNNE,470,0.0,0,0,5,2,142.61
1,1_LYNNE,475,0.0,0,0,1,5,143.91
1,1_LYNNE,476,0.0,0,0,4,1,144.09
1,1_LYNNE,480,0.0,0,0,1,4,145.87
1,1_LYNNE,481,0.0,0,0,2,1,146.09
1,1_LYNNE,483,0.0,0,0,3,2,146.7
1,1_LYNNE,486,0.0,0,0,1,3,147.42
1,1_LYNNE,487,0.0,0,0,5,1,147.59
1,1_LYNNE,492,0.0,0,0,2,5,149.08
1,1_LYNNE,494,0.0,0,0,8,2,149.38
1,1_LYNNE,502,0.0,0,0,3,8,151.53
1,1_LYNNE,505,0.0,0,0,5,3,152.07
1,1_LYNNE,510,0.0,0,0,4,5,153.27
1,1_LYNNE,514,0.0,0,0,8,4,153.83
1,1_LYNNE,522,0.0,0,0,7,8,155.47
1,1_LYNNE,529,0.0,1,3,4,7,157.12
1,1_LYNNE,533,0.0,0,0,2,4,158.59
1,1_LYNNE,535,0.0,0,0,3,2,158.9
1,1_LYNNE,538,0.0,0,0,9,3,159.56
1,1_LYNNE,547,0.0,0,0,7,9,161.21
1,1_LYNNE,554,0.0,0,0,1,7,162.81
1,1_LYNNE,555,0.0,0,0,2,1,163.16
1,1_LYNNE,557,0.0,0,0,6,2,163.72
1,1_LYNNE,563,0.0,0,0,2,6,164.62
1,1_LYNNE,565,0.0,1,2,8,2,165.02
1,1_LYNNE,580,0.0,1,3,5,6,167.65
1,1_LYNNE,585,0.0,0,0,4,5,169.44
1,1_LYNNE,589,0.0,1,2,1,4,170.46
1,1_LYNNE,590,0.0,1,3,7,1,171.76
1,1_LYNNE,597,0.0,0,0,1,7,173.85
1,1_LYNNE,598,0.0,0,0,2,1,174.44
1,1_LYNNE,600,0.0,1,2,2,2,175.02
1,1_LYNNE,602,0.0,0,0,7,2,175.52
1,1_LYNNE,609,0.0,0,0,3,7,177.24
1,1_LYNNE,620,0.0,1,3,3,7,179.89
1,1_LYNNE,623,0.0,0,0,2,3,181.06
1,1_LYNNE,625,0.0,0,0,6,2,181.32
1,1_LYNNE,631,0.0,0,0,2,6,182.62
1,1_LYNNE,633,0.0,0,0,5,2,183.06
1,1_LYNNE,638,0.0,0,0,2,5,184.3
1,1_LYNNE,640,0.0,0,0,5,2,184.67
1,1_LYNNE,645,0.0,0,0,3,5,186.22
1,1_LYNNE,648,0.0,0,0,8,3,187.39
1,1_LYNNE,656,0.0,0,0,8,8,188.78
1,1_LYNNE,664,0.0,0,0,3,8,190.75
1,1_LYNNE,667,0.0,0,0,3,3,191.89
1,1_LYNNE,670,0.0,0,0,3,3,192.59
1,1_LYNNE,673,0.0,0,0,1,3,193.3
1,1_LYNNE,674,0.0,1,3,2,1,193.7
1,1_LYNNE,676,0.0,1,3,3,2,195.72
1,1_LYNNE,679,0.0,0,0,2,3,197.43
1,1_LYNNE,681,0.0,0,0,7,2,197.73
1,1_LYNNE,688,0.0,0,0,1,7,199.41
1,1_LYNNE,689,0.0,1,2,3,1,199.66
1,1_LYNNE,692,0.0,0,0,7,3,201.12
1,1_LYNNE,699,0.0,0,0,1,7,202.91
1,1_LYNNE,700,0.0,1,3,3,1,204.03
1,1_LYNNE,703,0.0,0,0,8,3,206.35
1,1_LYNNE,711,0.0,0,0,2,8,208.55
1,1_LYNNE,713,0.0,0,0,5,2,208.94
1,1_LYNNE,718,0.0,0,0,5,5,210.06
1,1_LYNNE,723,0.0,1,2,6,5,211.16
1,1_LYNNE,729,0.0,0,0,4,6,212.26
1,1_LYNNE,733,0.0,0,0,4,4,213.58
1,1_LYNNE,737,0.0,0,0,5,4,214.41
1,1_LYNNE,742,0.0,0,0,4,5,215.21
1,1_LYNNE,746,0.0,0,0,6,4,215.76
1,1_LYNNE,752,0.0,1,2,3,6,217.18
1,1_LYNNE,755,0.0,1,2,3,3,217.96
1,1_LYNNE,758,0.0,1,2,3,3,219.01
1,1_LYNNE,761,0.0,1,3,3,3,220.41
1,1_LYNNE,764,0.0,1,2,1,3,221.81
1,1_LYNNE,765,0.0,1,2,1,1,222.42
1,1_LYNNE,766,0.0,0,0,2,1,222.86
1,1_LYNNE,768,0.0,1,2,4,2,223.76
1,1_LYNNE,772,0.0,1,2,5,4,224.96
1,1_LYNNE,777,0.0,0,0,2,5,226.02
1,1_LYNNE,779,0.0,0,0,6,2,226.33
1,1_LYNNE,785,0.0,0,0,8,6,228.13
1,1_LYNNE,793,0.0,0,0,4,8,229.22
1,1_LYNNE,797,0.0,0,0,1,4,230.07
1,1_LYNNE,798,0.0,1,3,2,1,230.47
1,1_LYNNE,800,0.0,0,0,2,2,231.97
1,1_LYNNE,802,0.0,0,0,4,2,232.31
1,1_LYNNE,806,0.0,0,0,2,4,232.94
1,1_LYNNE,808,0.0,0,0,7,2,233.69
1,1_LYNNE,815,0.0,1,2,2,7,235.54
1,1_LYNNE,817,0.0,0,0,6,2,236.39
1,1_LYNNE,823,0.0,1,2,2,6,238.09
1,1_LYNNE,825,0.0,1,2,3,2,238.85
1,1_LYNNE,828,0.0,0,0,2,3,239.65
1,1_LYNNE,830,0.0,1,2,8,2,241.05
1,1_LYNNE,838,0.0,0,0,2,8,243.4
1,1_LYNNE,840,0.0,0,0,2,2,243.8
1,1_LYNNE,842,0.0,0,0,1,2,244.45
1,1_LYNNE,843,0.0,0,0,4,1,244.8
1,1_LYNNE,847,0.0,0,0,5,4,245.79
1,1_LYNNE,852,0.0,0,0,5,5,246.39
1,1_LYNNE,857,0.0,0,0,2,5,247.38
1,1_LYNNE,859,0.0,1,2,1,2,247.88
1,1_LYNNE,860,0.0,0,0,9,0,248.97
1,1_LYNNE,869,0.0,1,2,9,9,251.37
1,1_LYNNE,881,0.0,1,2,7,3,255.1
1,1_LYNNE,888,0.0,0,0,2,7,256.7
1,1_LYNNE,890,0.0,0,0,7,2,256.97
1,1_LYNNE,897,0.0,0,0,6,7,258.67
1,1_LYNNE,903,0.0,0,0,4,6,260.22
1,1_LYNNE,907,0.0,0,0,2,4,261.37
1,1_LYNNE,909,0.0,0,0,8,2,261.62
1,1_LYNNE,917,0.0,0,0,2,8,265.18
1,1_LYNNE,922,0.0,0,0,5,2,266.37
1,1_LYNNE,927,0.0,1,2,3,5,267.78
1,1_LYNNE,930,0.0,1,2,9,3,268.78
1,1_LYNNE,939,0.0,0,0,2,9,270.93
1,1_LYNNE,941,0.0,1,2,3,2,271.62
1,1_LYNNE,944,0.0,0,0,5,3,272.52
1,1_LYNNE,949,0.0,0,0,6,5,274.34
1,1_LYNNE,955,0.0,0,0,1,6,276.15
1,1_LYNNE,956,0.0,0,0,9,1,276.28
1,1_LYNNE,965,0.0,0,0,2,9,278.47
1,1_LYNNE,967,0.0,1,2,7,2,279.07
1,1_LYNNE,974,0.0,0,0,1,7,280.8
1,1_LYNNE,975,0.0,0,0,8,1,281.1
1,1_LYNNE,983,0.0,0,0,3,8,282.85
1,1_LYNNE,986,0.0,1,3,3,3,283.55
1,1_LYNNE,989,0.0,0,0,7,3,284.8
1,1_LYNNE,996,0.0,0,0,8,7,286.16
1,1_LYNNE,1004,0.0,0,0,10,8,287.53
1,1_LYNNE,1014,0.0,0,0,2,10,289.02
1,1_LYNNE,1016,0.0,0,0,7,2,289.4
1,1_LYNNE,1023,0.0,0,0,1,7,290.96
1,1_LYNNE,1024,0.0,1,3,1,1,291.61
1,1_LYNNE,1025,0.0,0,0,1,1,293.08
1,1_LYNNE,1026,0.0,1,3,5,1,293.47
1,1_LYNNE,1031,0.0,1,2,6,5,296.77
1,1_LYNNE,1049,0.0,0,0,2,1,301.07
1,1_LYNNE,1051,0.0,0,0,8,2,302.07
1,1_LYNNE,1059,0.0,0,0,3,8,304.37
1,1_LYNNE,1062,0.0,0,0,3,3,305.22
1,1_LYNNE,1065,0.0,1,2,2,3,306.88
1,1_LYNNE,1067,0.0,1,2,5,2,307.93
1,1_LYNNE,1072,0.0,1,2,3,5,309.43
1,1_LYNNE,1075,0.0,0,0,6,3,309.85
1,1_LYNNE,1081,0.0,0,0,2,6,311.11
1,1_LYNNE,1083,0.0,0,0,1,2,311.44
1,1_LYNNE,1084,0.0,0,0,4,1,311.98
1,1_LYNNE,1088,0.0,0,0,4,4,313.43
1,1_LYNNE,1092,0.0,1,2,2,4,314.43
1,1_LYNNE,1094,0.0,0,0,2,2,315.23
1,1_LYNNE,1096,0.0,1,2,2,2,315.67
1,1_LYNNE,1098,0.0,0,0,2,2,316.12
1,1_LYNNE,1100,0.0,1,2,4,2,317.05
1,1_LYNNE,1104,0.0,0,0,7,4,318.1
1,1_LYNNE,1111,0.0,0,0,1,7,319.8
1,1_LYNNE,1112,0.0,1,3,2,1,321.51
1,1_LYNNE,1114,0.0,0,0,3,2,322.21
1,1_LYNNE,1117,0.0,0,0,2,3,323.13
1,1_LYNNE,1119,0.0,0,0,2,2,323.32
1,1_LYNNE,1121,0.0,0,0,6,2,323.63
1,1_LYNNE,1127,0.0,0,0,1,6,325.02
1,1_LYNNE,1128,0.0,0,0,3,1,325.22
1,1_LYNNE,1131,0.0,0,0,1,3,326.52
1,1_LYNNE,1132,0.0,0,0,3,1,326.97
1,1_LYNNE,1135,0.0,0,0,4,3,327.37
1,1_LYNNE,1139,0.0,0,0,2,4,328.32
1,1_LYNNE,1141,0.0,0,0,5,2,329.12
1,1_LYNNE,1146,0.0,0,0,6,5,330.02
1,1_LYNNE,1152,0.0,1,2,4,6,331.52
1,1_LYNNE,1156,0.0,1,2,1,4,332.62
1,1_LYNNE,1157,0.0,0,0,3,1,333.71
1,1_LYNNE,1160,0.0,0,0,2,3,334.36
1,1_LYNNE,1162,0.0,0,0,2,2,334.87
1,1_LYNNE,1164,0.0,0,0,4,2,335.52
1,1_LYNNE,1168,0.0,1,2,2,4,336.62
1,1_LYNNE,1170,0.0,0,0,4,2,337.32
1,1_LYNNE,1174,0.0,1,2,1,4,338.17
1,1_LYNNE,1175,0.0,0,0,6,1,338.65
1,1_LYNNE,1181,0.0,1,2,6,6,339.75
1,1_LYNNE,1187,0.0,1,2,3,6,341.55
1,1_LYNNE,1190,0.0,0,0,3,3,342.4
1,1_LYNNE,1193,0.0,0,0,5,3,343.27
1,1_LYNNE,1198,0.0,0,0,3,5,344.25
1,1_LYNNE,1201,0.0,0,0,7,3,345.62
1,1_LYNNE,1208,0.0,0,0,3,7,347.7
1,1_LYNNE,1211,0.0,0,0,9,3,348.39
1,1_LYNNE,1220,0.0,1,2,7,9,350.81
1,1_LENORE,1229,0.0,0,0,2,2,352.57
1,1_LENORE,1231,0.0,0,0,3,2,353.42
1,1_LENORE,1234,0.0,0,0,5,3,354.53
1,1_LYNNE,1241,0.0,1,2,1,2,356.37
1,1_LYNNE,1242,0.0,0,0,1,1,357.22
1,1_LYNNE,1243,0.0,0,0,3,1,357.47
1,1_LYNNE,1246,0.0,0,0,8,3,358.32
1,1_LYNNE,1254,0.0,1,2,2,8,360.34
1,1_LYNNE,1256,0.0,0,0,2,2,361.86
1,1_LYNNE,1258,0.0,1,2,3,2,362.44
1,1_LYNNE,1261,0.0,0,0,2,3,363.88
1,1_LYNNE,1263,0.0,0,0,9,2,364.28
1,1_LYNNE,1272,0.0,0,0,2,9,366.65
1,1_LYNNE,1274,0.0,1,2,4,2,367.1
1,1_LYNNE,1278,0.0,1,2,2,4,368.45
1,1_LYNNE,1280,0.0,0,0,5,2,368.85
1,1_LYNNE,1285,0.0,1,2,2,5,369.75
1,1_LYNNE,1287,0.0,1,3,2,2,370.75
1,1_LYNNE,1289,0.0,0,0,5,2,372.28
1,1_LYNNE,1294,0.0,1,2,4,5,373.68
1,1_LYNNE,1298,0.0,1,3,2,4,374.98
1,1_LYNNE,1300,0.0,0,0,5,2,376.55
1,1_LYNNE,1305,0.0,1,2,6,5,378.0
1,1_LYNNE,1311,0.0,1,2,2,6,379.4
1,1_LYNNE,1313,0.0,0,0,6,2,379.82
1,1_LYNNE,1319,0.0,0,0,2,6,381.65
1,1_LYNNE,1321,0.0,0,0,2,2,382.2
1,1_LYNNE,1323,0.0,0,0,1,2,382.64
1,1_LYNNE,1324,0.0,0,0,5,1,382.92
1,1_LYNNE,1329,0.0,1,2,10,5,384.57
1,1_LYNNE,1339,0.0,1,2,10,10,387.87
1,1_LYNNE,1349,0.0,0,0,6,10,389.43
1,1_LYNNE,1355,0.0,0,0,8,6,391.02
1,1_LYNNE,1363,0.0,1,2,2,8,392.85
1,1_LYNNE,1365,0.0,0,0,3,2,393.27
1,1_LYNNE,1368,0.0,0,0,3,3,394.59
1,1_LYNNE,1371,0.0,0,0,1,3,395.23
1,1_LYNNE,1372,0.0,1,2,2,1,395.57
1,1_LYNNE,1374,0.0,0,0,5,2,395.88
1,1_LYNNE,1379,0.0,0,0,4,5,396.9
1,1_LYNNE,1383,0.0,0,0,9,4,397.96
1,1_LYNNE,1392,0.0,0,0,1,9,399.8
1,1_LYNNE,1393,0.0,0,0,5,1,399.98
1,1_LYNNE,1406,0.0,1,2,2,7,402.66
1,1_LYNNE,1408,0.0,1,3,2,2,403.31
1,1_LYNNE,1410,0.0,1,3,5,2,404.31
1,1_LYNNE,1415,0.0,0,0,6,5,405.91
1,1_LYNNE,1421,0.0,0,0,2,6,407.1
1,1_LYNNE,1423,0.0,0,0,5,2,407.49
1,1_LYNNE,1428,0.0,0,0,8,5,408.69
1,1_LYNNE,1436,0.0,0,0,7,8,410.19
1,1_LYNNE,1444,0.0,0,0,11,1,411.91
1,1_LYNNE,1455,0.0,0,0,1,11,414.7
1,1_LYNNE,1456,0.0,0,0,10,1,414.98
1,1_LYNNE,1466,0.0,1,2,2,10,417.93
1,1_LYNNE,1468,0.0,0,0,6,2,418.26
1,1_LYNNE,1474,0.0,0,0,8,6,419.24
1,1_LYNNE,1482,0.0,0,0,6,8,420.64
1,1_LYNNE,1488,0.0,0,0,1,6,421.5
1,1_LYNNE,1496,0.0,0,0,3,2,422.98
1,1_LYNNE,1504,0.0,0,0,2,3,424.99
1,1_LYNNE,1506,0.0,0,0,2,2,425.41
1,1_LYNNE,1508,0.0,1,3,1,2,426.15
1,1_LYNNE,1509,0.0,0,0,8,1,427.52
1,1_LYNNE,1517,0.0,0,0,3,8,429.27
1,1_LYNNE,1520,0.0,1,3,2,3,430.17
1,1_LYNNE,1522,0.0,0,0,3,2,430.51
1,1_LYNNE,1525,0.0,0,0,1,3,431.26
1,1_LYNNE,1526,0.0,1,3,3,1,431.92
1,1_LYNNE,1529,0.0,1,3,1,3,433.7
1,1_LYNNE,1530,0.0,0,0,4,1,434.0
1,1_LYNNE,1534,0.0,1,2,8,4,434.9
1,1_LYNNE,1542,0.0,1,2,6,8,436.45
1,1_LYNNE,1548,0.0,0,0,2,6,437.71
1,1_LYNNE,1550,0.0,1,3,6,2,438.21
1,1_LYNNE,1556,0.0,1,2,4,6,440.61
1,1_LYNNE,1560,0.0,0,0,4,4,441.64
1,1_LYNNE,1564,0.0,1,2,6,4,443.12
1,1_LYNNE,1570,0.0,0,0,1,6,445.62
1,1_LYNNE,1571,0.0,1,2,4,1,445.94
1,1_LYNNE,1575,0.0,0,0,8,4,447.7
1,1_LYNNE,1583,0.0,0,0,2,8,449.59
1,1_LYNNE,1585,0.0,0,0,5,2,450.19
1,1_LYNNE,1590,0.0,0,0,4,5,450.85
1,1_LYNNE,1594,0.0,1,2,7,4,451.8
1,1_LYNNE,1601,0.0,0,0,4,7,453.51
1,1_LYNNE,1605,0.0,0,0,3,4,454.16
1,1_LYNNE,1608,0.0,0,0,5,3,455.91
1,1_LYNNE,1613,0.0,0,0,2,5,456.96
1,1_LYNNE,1615,0.0,0,0,8,2,457.41
1,1_LYNNE,1623,0.0,0,0,8,8,459.16
1,1_LYNNE,1631,0.0,0,0,6,8,460.63
1,1_LYNNE,1637,0.0,1,2,5,6,462.08
1,1_LYNNE,1642,0.0,0,0,2,5,462.98
1,1_LYNNE,1644,0.0,0,0,4,2,463.53
1,1_LYNNE,1648,0.0,0,0,1,4,464.43
1,1_LYNNE,1649,0.0,1,2,2,1,464.95
1,1_LYNNE,1651,0.0,1,3,2,2,465.53
1,1_LYNNE,1653,0.0,1,2,2,2,466.93
1,1_LYNNE,1655,0.0,1,3,5,2,469.0
1,1_LYNNE,1660,0.0,1,3,1,5,472.79
1,1_LYNNE,1661,0.0,0,0,5,1,476.51
1,1_LYNNE,1666,0.0,1,3,2,5,477.67
1,1_LYNNE,1668,0.0,0,0,3,2,478.57
1,1_LYNNE,1671,0.0,1,3,3,3,479.19
1,1_LYNNE,1674,0.0,0,0,4,3,480.32
1,1_LYNNE,1678,0.0,1,3,1,4,481.92
1,1_LYNNE,1679,0.0,1,3,6,1,484.61
1,1_LYNNE,1685,0.0,0,0,2,6,486.56
1,1_LYNNE,1687,0.0,0,0,8,2,486.91
1,1_LYNNE,1695,0.0,1,2,1,8,488.82
1,1_LYNNE,1696,0.0,0,0,2,1,489.82
1,1_LYNNE,1698,0.0,0,0,2,2,491.52
1,1_LYNNE,1700,0.0,1,2,3,2,492.45
1,1_LYNNE,1703,0.0,1,2,2,3,494.05
1,1_LYNNE,1705,0.0,1,2,5,2,495.15
1,1_LYNNE,1710,0.0,0,0,8,5,496.41
1,1_LYNNE,1718,0.0,0,0,6,8,497.85
1,1_LYNNE,1728,0.0,1,2,1,3,501.07
1,1_LYNNE,1729,0.0,1,2,3,1,501.93
1,1_LYNNE,1732,0.0,1,2,2,3,503.74
1,1_LYNNE,1734,0.0,0,0,2,2,505.06
1,1_LYNNE,1736,0.0,0,0,3,2,505.66
1,1_LYNNE,1739,0.0,0,0,6,3,507.16
1,1_LYNNE,1745,0.0,1,2,3,6,508.36
1,1_LYNNE,1748,0.0,0,0,1,3,509.06
1,1_LYNNE,1749,0.0,1,2,7,1,510.15
1,1_LYNNE,1756,0.0,1,2,9,7,512.16
1,1_LYNNE,1765,0.0,0,0,1,9,514.06
1,1_LYNNE,1766,0.0,1,2,3,1,514.96
1,1_LYNNE,1769,0.0,0,0,1,3,515.86
1,1_LENORE,1780,0.0,0,0,3,10,519.31
1,1_LYNNE,1785,0.0,0,0,4,2,521.23
1,1_LYNNE,1789,0.0,0,0,6,4,521.97
1,1_LYNNE,1795,0.0,0,0,1,6,523.05
1,1_LYNNE,1796,0.0,1,2,2,1,523.3
1,1_LYNNE,1798,0.0,1,2,6,2,524.25
1,1_LYNNE,1804,0.0,0,0,9,6,525.91
1,1_LYNNE,1813,0.0,0,0,2,9,527.12
1,1_LYNNE,1815,0.0,0,0,5,2,528.09
1,1_LYNNE,1820,0.0,0,0,4,5,530.12
1,1_LYNNE,1824,0.0,1,2,1,4,531.47
1,1_LYNNE,1825,0.0,0,0,4,1,532.42
1,1_LYNNE,1829,0.0,1,2,7,4,533.2
1,1_LYNNE,1836,0.0,0,0,4,7,534.27
1,1_LYNNE,1840,0.0,0,0,5,4,535.29
1,1_LYNNE,1845,0.0,0,0,3,5,536.8
1,1_LYNNE,1848,0.0,0,0,4,3,538.15
1,1_LYNNE,1852,0.0,0,0,4,4,539.39
1,1_LYNNE,1856,0.0,0,0,6,4,540.01
1,1_LYNNE,1862,0.0,1,2,7,6,541.32
1,1_LYNNE,1869,0.0,0,0,7,7,543.29
1,1_LYNNE,1876,0.0,0,0,11,7,544.42
1,1_LYNNE,1887,0.0,0,0,2,11,547.07
1,1_LYNNE,1889,0.0,0,0,3,2,547.37
1,1_LYNNE,1892,0.0,1,2,5,3,548.37
1,1_LYNNE,1897,0.0,1,2,1,5,550.02
1,1_LYNNE,1898,0.0,0,0,2,1,550.92
1,1_LYNNE,1900,0.0,0,0,1,2,552.07
1,1_LYNNE,1901,0.0,0,0,3,1,552.87
1,1_LYNNE,1904,0.0,0,0,1,3,553.82
1,1_LYNNE,1905,0.0,0,0,1,1,554.04
1,1_LYNNE,1906,0.0,0,0,1,1,554.36
1,1_LYNNE,1907,0.0,0,0,3,1,554.56
1,1_LYNNE,1910,0.0,0,0,1,3,555.2
1,1_LYNNE,1911,0.0,1,2,12,1,555.6
1,1_LYNNE,1923,0.0,1,2,6,12,558.35
1,1_LYNNE,1929,0.0,0,0,1,6,559.9
1,1_LYNNE,1930,0.0,0,0,4,1,560.2
1,1_LYNNE,1934,0.0,0,0,1,4,561.26
1,1_LYNNE,1935,0.0,0,0,4,1,561.72
1,1_LYNNE,1939,0.0,0,0,2,4,562.82
1,1_LYNNE,1941,0.0,0,0,6,2,563.27
1,1_LYNNE,1947,0.0,0,0,5,6,567.7
1,1_LYNNE,1952,0.0,0,0,1,5,568.86
1,1_LYNNE,1953,0.0,0,0,3,1,569.13
1,1_LYNNE,1956,0.0,0,0,6,3,569.75
1,1_LYNNE,1962,0.0,1,3,4,6,571.1
1,1_LYNNE,1966,0.0,0,0,2,4,573.15
1,1_LYNNE,1968,0.0,0,0,3,2,573.51
1,1_LYNNE,1971,0.0,0,0,1,3,574.04
1,1_LYNNE,1972,0.0,0,0,2,1,574.45
1,1_LYNNE,1974,0.0,0,0,4,2,575.59
1,1_LYNNE,1978,0.0,0,0,3,4,577.34
1,1_LYNNE,1981,0.0,1,3,10,3,578.39
1,1_LYNNE,1991,0.0,0,0,7,10,580.88
1,1_LYNNE,1998,0.0,0,0,3,7,581.93
1,1_LYNNE,2001,0.0,0,0,3,3,582.58
1,1_LYNNE,2004,0.0,0,0,6,3,583.33
1,1_LYNNE,2010,0.0,0,0,5,6,584.63
1,1_LYNNE,2015,0.0,0,0,2,5,585.88
