session,talker,n_words,text
s2201a,s22,1099,huh where are uh where you from you say in where oh uh-huh well uh i was born on a homestead out northern montana and then my parents moved back to iowa which was their home area southern iowa and i grew up there attended high school there and then i uh went to iowa state for five quarters and i just didn't get it and uh i worked around home for a a year and then i went into the army in nineteen forty spring of nineteen forty one before pearl harbor and i was in service for uh four and a half years in italy most of that time north africa and then italy and uh i had met a uh a uh girl before i went in the service and so when i got home why we were married and she had family out here in columbus she was originally from southern ohio but uh when i was gone she came to columbus and so i came here when i was discharged and i uh served an apprenticeship in a sheet metal worker shop or well it was more than just i mean there's more than shop work we did erection work too and commercial work and uh i stayed with that until uh well for twenty five years however whenever that was then i got a chance to uh go to work for the city of columbus as a heating and ventilating inspector and i decided that it was that was more my speed when i was that age so i worked for them for the city as a inspector for twelve and a half years till i retired and uh my wife and i had four children four or three boys and a daughter my sons all live here in columbus and my daughter's out in seattle in the redmond area i've been active in church work sunday school all my life and uh tried to get my family in it with some success not not as much as i'd like but uh i think they're all responsible well adjusted people and have families of their own i have nine grandchildren one great grandson and uh and the boys are all in the sheet metal trade also one of them's working over here on the the uh stadium and uh i don't know just exactly where the others are but they're here in the columbus area my daughter's a school teacher who's been teaching for i don't know ever since she got her degree and her husband works for a a uh testing company that does testing with uh i don't know very much about it probably shouldn't even say but uh with uh ultra or something or other ultrasound equipment and it's really sort of interesting and let's see my my youngest son's wife is a teacher in the catholic schools elementary schools and my my second son's wife works for the columbus school system as a secretary and uh actually transcribing notes for people who uh for men who've are writing books or papers or whatever and then uh my oldest son's wife is a secretary in the in the school in a she's works in a school building and she hears all the troubles and sad stories let's see i don't know that's basically who i am hum yeah well i we were in north africa first for the north african campaign when rommel was still roaming and then when uh that ended up in the summer of fall of nineteen forty two i believe and uh then we were sent to italy i was in the field artillery outfits uh six inch guns and uh well actually a neighbor boy whose draft number was smaller than mine uh i don't know where he got the contact but anyway he went up to boone iowa and joined a national guard outfit uh which was field artillery and uh with the expectation of their being mobilized soon which they were and uh so he he was home one weekend and talked to me about it and i thought well field artillery i was exposed to that when i was uh in r o t c at ames so i thought that's be better than carrying a rifle and so i went up with him and i joined up and uh so anyway we six inch howitzers which had a range of about sixteen miles and uh the shells were about ninety five pounds and they the high explosive shells had thirty seven pounds of t n t in them so they'd make quite a bang when they went off and field artillery is really or i found it really interesting because those uh when you get into figuring firing data get lost in mathematics almost back then you could of course now they probably have computers that figure it out and just zip zip and uh oh and then they uh we had to locate our positions on a map and i didn't do that myself but we had a couple boys in the outfit who could uh find where we were on a map and where our o p our observation post was and where the enemy out here was and all that and uh it's uh it it is was interesting uh calculating trying to calculate where your shells were gonna land out there i was up i was only on the o p a few times but one time when we had a uh second lieutenant up there who was very well congenial i guess is as good a word as any and uh what we'd do is sometimes when we'd get into an area and we'd know that we'd had a field out here we'd be shooting to we would adjust on a target out there we'd pick a a building or some target there we could see and we'd adjust the guns call down shifts until they could come within reasonable close to that and then we we'd know where to shift from there to another target and uh he let me fire it one once range but i got about fifty or seventy five yards from the what we were shooting which would um see with those guns our of ours we figured within ten ten yards was a hit was a and because if you had one of those things thirty seven pounds of t n t go off within ten yards of it yeah
s2201b,s22,1331,we we had uh counter battery fire we called it which when they were shooting back at us once in north africa was kind of scary uh we were in position where we could fire on a a uh tank battle that was going on we had a forward observer up there where he could look down and see the whole thing and so he was adjusting fire and i don't know how many tanks they claimed that we hit but course with ours if you hit you didn't have to hit them direct you could hit them right beside them and flip them over and they were out of it so uh anyway we had a fine field day that one day uh firing at them the next morning about ten o clock we heard one uh heard a shell coming in and it was an air burst back of us about five hundred yards and then in a little bit there's another one other side of us he was adjusting on us and we couldn't do we didn't catch onto where it was right away but by the time we started looking for our holes which weren't deep enough we realized that he was in a clump of of cactus over on an adjoining hill oh about half a mile away i guess and he was getting even for the day before but uh the first lieutenant who was our um in command of the battery at that time said let's get the hell out of here so there was a a wadi they call them it's like a little deep wash that ran down oh a hundred two hundred yards from the gun position so we took off down there and they proceeded to set i think they set two of our guns on the battery i mean the tires on fire and they set the ammunition on fire they just shot our gun position up pretty good and uh and that night finally they well i don't know exactly how we we got a hold of back to our headquarters but anyway we did and so they sent the prime movers which the the trucks which we moved the guns with out and uh we hitched what was remaining of the guns on them and went back wondering now they gonna put us in the infantry or something we don't have any artillery guns but uh i don't know it wasn't but a couple or three days they had more guns i mean more artillery pieces up there for us to use and then one other time after in italy or when we were in italy we they moved us into a position that we should have never been in we were well let's see we come uh around a mountain like there's a mountain here and there not a real high mountain but a mountain and in the front of it there was a little kind of a dip and then on out and the enemy was over there well they put us in the front of that mountain right down i don't think that there's any question they could look right down our throats because and anyway we fired a a couple times from there and they started firing back at us and man scared me i had my my head was that far below the surface in a hole and i was still uh shaken but uh and i don't remember i think they put one of our guns out of commission that time but they didn't do as much damage as they might have those were the two worst things when we were in north africa there was one german gun that was firing on us and and they couldn't figure where he was and finally uh i don't know whether there were we had uh a piper cub observation plane i don't know whether he saw him or who but anyway they finally figured that he was in a a a tunnel for the railroad and he'd pull out fire a couple rounds pull right back in so uh that night our captain who who's one of these go go guys took one of our guns from a gun crew they went up to where they could line line aim on that opening of that tunnel and fired a couple of our shells into the tunnel and then took off so i don't know whether they did any damage or not but if there were any germans in there i'll bet they scared no no we we the uh the only germans i ever saw were p o w's uh-huh well we we went in at naples which is pretty well to the south end of italy and we went up through the mountains we didn't see well went up to uh let's see now well we went uh about half way up to between naples and rome and we were stopped at one of their defensive lines and uh then they powers that be yknow american army decided well we'll go up to this little area of uh oh i was there six months or four months anzio you've heard of the anzio beachhead we'll go up there and get around behind them and uh so they went up there but the germans caught on pretty quick and they made it pretty hot and that area of anzio was just flat as this table almost for an area back from the mediterranean back probably ten miles there's ten or twelve miles long the coast long and uh so we the we had enough area to manipulate in and it was crisscrossed with deep uh uh ditches of some kind i don't know whether they were irrigation ditches or what which we used as fortification but uh but even so the uh we were on this and the germans were up on the mountains all around us where they could again look right down at us so we didn't go out in the daylight hardly at all and then uh after so long a time after i don't know how long they again the powers that be said well we'll fool them we'll fog up that whole area with smoke and as long as the wind wasn't too high well they could do it mean you they fogged it up to where you could hardly see your hand out here that way well at least we could move around a little bit but uh we sat there then for oh and it was kind of funny we were uh there's another guy and i and the the lieutenant who was forward observer were going out to a forward observation post and they uh observation lieutenant whatever his title was was guiding he was in one jeep ahead of us and we were following him and of course we just had these little red blackout lights they called them we were following his jeep we kept going and we kept going and this other g i and i were sitting in the back and i said hey suppose they know the german but uh anyway they finally got out we finally out out to where there was a bunch of ruined farm or ruined farm house and farm buildings and so on and uh they said well this is it so uh there and there were some g i's infantry men around there and so uh we started looking around for a place to land i mean got our bed rolls out so on and the next morning i don't know i guess i was looking for a somebody who had a fire there warm up some some uh rice and something anyway one of the first guys i saw was a guy that had worked with my wife in the office there
s2202a,s22,893,and uh so i got some of the inside dope on uh the area from him but uh they had there's a i don't know whether it been a large grainery or something that had a concrete floor and some industrious g i had chipped a hole about so big around in that and dug out the dirt under it so that he got down in a an area under that concrete floor the concrete was about so deep which better than that much dirt so uh whenever they we heard any firing like it was coming toward us why we'd head for that hole oh let's see i've already told you more than i ever told anybody else i think oh at at anzio you said oh uh-huh yeah yeah yeah one of my kids got it for me it i don't know and well i don't think he exaggerated but he uh he was selective about the people that he he described in there which purpose of his book i suppose uh and of course bill mauldin was the greatest you have you seen his cartoons and uh haven't you well he his two main uh main characters in his cartoons were willie and joe two g i's and uh oh they saw the the ragged end of the war according to that and so uh i can't think what some of their observations were but there's usually just one or two lines of of dialogue under one of their their cartoons and the cartoon told most of it there was one where they were going along and there's a little uh scroungey looking dog about so long and about that high kind of following along after them joe i'm glad that i finally see somebody i can be sorry for that's worse worse off than i what under the conditions that had to prevail i was treated well enough it was uh part of the time i don't feel like i've gained anything from it that i didn't deserve i mean in the way of benefits huh well that and see uh they had the g i bill of rights which was a boon to thousands and thousands of guys my age and when i started as an apprentice in the shop they said well we'll start you at a dollar an hour well i thought that sounds pretty good yknow in nineteen forty five in the fall of nineteen forty five so then as things worked out in washington d c they came out with the g i bill of rights we found out that uh that would apply to apprentices too and so uh soon as my shop found out that i could draw that whole ninety dollars a month i mean whoo they said well since you're getting that why we'll cut cut your pay back to what you would normally draw under the apprenticeship program which was fifty seven cents an hour and for a to support a wife and a small baby on that was kind of tough going well uh i was exposed to a lot of men who were not brought up with as i was but there were a lot of them that were i mean uh like uh what's his name that who wrote the book you just yeah uh i was i think that he's he's right that our my generation was uh oh i want to don't want to say spiritual but more morally uh well directed than at least a lot of the kids today i don't say that of all of the because i know that some of them were brought up right but uh well i was uh i i was pretty well established about responsibility and that sort of thing before i went into service i was the oldest son in a family of ten so uh i had some family responsibilities we were my brother and i and my sisters were active in the four h clubs which was a a going thing at that in the uh thirties and uh and did i say we went to church fairly regularly but to tell you the truth i can't remember too much that i taught then but i was exposed to it anyway and i'm i'm sure that some of it rubbed off on me well uh my youngest son married a catholic girl who was from a large catholic family and their kids are going to a catholic school now i think that those four kids at least among my grandchildren are getting pretty much at the same training that i did or maybe better than i got uh my oldest son's two daughters well they're good kids and they're smart kids but i don't think that they have the moral grounding that uh greg and beth's kids do you said this is all confidential and my but now my daughter's my daughter has twin sons who just are a year out of college and uh i think that they are they one of them particularly is i think in good moral good sort of guy and the other one i don't feel like i know as well but i i really think that they're both good and uh see uh i can't
s2202b,s22,1099,i don't know i i think those kids are uh they're lack something in their upbringing and i don't know what it is um thank goodness none of my kids ever took that sort of attitude and uh i'd like to i'd like to think that my wife and i set them a good example my wife was a uh very conscientious hard working woman she established a secretarial business there at our uh for several years and uh anything that went out of there was right i mean and uh she did well quite a lot of typing for students over here graduate students and so she i gave her most uh credit for our kids' upbringing her mother was a cousin of uh james thurber and was a a a want to be writer i mean her mother was she she wrote a well she wrote quite a number of poems and and paid to have them published in a small booklet and some of some of them were real good and some of them and my wife wrote some poetry too she'd be down there typing and she'd she always had these uh spiral notebooks and she'd stop and get an idea for a poem maybe from something she is working on or i don't know what but but anyway uh she she wrote quite a few poems some of them real good poetry i thought most of them of more or less a religious nature and moral nature in fact uh i uh the desk that she had we we finished off part of our basement she had her office down there and uh her desk is still down there and one of the typewriters that she used but it's i don't know it's been disused too for too long i guess because i've tried type on it it uh doesn't shift like it should and so uh but anyway she hadn't i don't know how many these spiral notebooks around and she'd just write in them and uh since she passed away in nineteen seventy nine i have run across i well i just finally decided well those notebooks are down there and if i need one for something i'll just go ahead and use it and i've run across a couple of her poems that i didn't know anything about and then was or uh sort of good uh huh yeah huh i think so although she was working at her desk most of the time so that she didn't give them as much attention as as uh a lot of mothers do but she was there and if they needed her for anything or needed her to say no to something she was there and uh yeah i think that uh that probably had something to do with it and the fact that our kids knew what our moral beliefs were and uh my oldest son uh completed what they call the god and country award in the church which is uh requires about as much work as uh eagle award in the scouts it's a a scout sponsored but church centered uh award and then my second son got a his eagle award in the scouts i'm kind of proud of that because it uh well it's not something that a lot of kids do yknow my oldest son was in vietnam yeah in fact he uh let's see i i i don't remember but i suppose that they had a draft when he was about twenty one anyway he he went in for less than a year i think and then he was discharged and then he was called back in and sent to vietnam and it was uh sort of a traumatic experience for him that i think he has pretty well come out of but he was in a rural area he never was up where he was doing any shooting himself but uh he was on k p one day and uh he said they had a big an area out away from any of the other buildings where they burned trash and that sort of stuff so he said the mess sergeant says um shoemaker take that can of trash out and uh and burn it and you probably better use take some gasoline to throw on the stuff to get it to burn so he did he went out there and threw some gasoline on it not knowing that one of the other K P's had been there ahead of him and thrown gasoline on it so there was i don't know how much gasoline on it when he threw a match on it it burned his his front anyway he got his hands up in front of his face so it didn't burn his face but it burned his legs and his stomach and uh so he was in a hospital in japan for some time and then came home but uh he never would never say a lot about it but he just didn't have a very high opinion of the army and then a couple of years later he was working on a job in the columbus coated fabrics plant which is plant that makes coated fabrics they make uh the main thing is uh auto upholstery car upholstery anyway they had big rolling machines that rolled this stuff out and there's fumes came off of it so they had a big hood and exhaust system above it and periodically they would have to clean those out because uh the fan would draw in addition to fumes they'd draw some lint off of this uh so he was up on top on these rollers cleaning out the hood and with supposedly nonflammable solvent but it wasn't because it caught fire and that time he was burned on the back he'd been burned front and back he was in the hospital burn ward for i don't know two or three weeks and it it was um the year that one of the years that ohio state played in the rose bowl now that's the nearest i can uh identify the time but uh and the during the time that he was there a girl who he he'd been going with just occasionally not real steady was there to see him every day when shortly after he was healed enough to go back to work why they were married and had the two daughters hum oh yeah that's too true it's uh hum well
s2203a,s22,774,the objectives in vietnam were never clearly delineated and they were in italy and europe and uh there wasn't the definite enemy in vietnam that there was in europe i think that's part of it and of course the attitude of most of the guys that went to vietnam was a little bit different from from where i was probably is a consequence of our understanding of the the uh objectives because uh when we went into the service and then went overseas our objective was to do away with hitler and mussolini and uh i don't know they i'm just thankful that he he wasn't in a carrying a rifle in a rifle company or something because that was rough he uh told he never said much about it except he told about one time when he was in the hospital up in japan after he was burned he said that he was in a ward with a bunch of other burn patients and and he said the some of them and him included were able to get up and walk around so the and i can see their philosophy the medics had the guys that could walk help wait on the guys that were bed bound and uh he was had been helping one guy that was pretty bad off and this guy passed away didn't make it and so they started to put orrin get warren to do something else with some of the other guys i'm through i'm not working anymore with them he told them and they swore yes you are he said what are you gonna do send me back over to vietnam but they sent him home but he was he was uh not a very enthusiastic soldier i don't think at any time and especially after he came home now what yeah well i don't think that women should be on the front lines uh some women are are physically able to do what's needed some definitely aren't of course there's a same by the same token some men aren't but uh as as support groups i think that's all right huh yeah i never heard a thing about it all the time i was in the service and i don't know whether orrin did or not he's never said anything if he has but uh i think my attitude would be uh don't tell and you know uh the the guys that come out in a very vociferously in favor of uh publicizing it and all that i don't see what they expect to gain i mean if they they uh in fact i don't i don't think that they do gain anything by it it wasn't publicized to the degree that it is now it seems like anymore nothing is sacred i mean as far as papers are concerned and uh there's something else that i i guess i'm old fashioned but i don't think we need all this publicity about all the sexual escapades of all the people that are or have lives uh i just uh i think maybe i'm old fashioned but i and they i can hardly conceive anyone being a genuine homosexual i mean evidently they are um but uh it's so against human nature i think or against conventional human nature anyway well there's been quite a change in attitude of the general public i as far as work women working away from home is concerned and uh i don't know i'm glad that my wife was able to work there at home well actually she worked in an office when our first boy was just small but uh her mother stayed with us for several uh two or three years and she was a baby sitter for our oldest boy and uh she said well mary would just well go out and get a job she doesn't need to be sit around here i mean that was uh and she was a mary's mother was a kind of a free thinking uh uh not a liberal but uh well she went out when she was in her early twenties went out to north d or uh north or south dakota one or the other and homesteaded on a homestead and uh then while she was out there she met a a cowboy who was from also from ohio and uh they uh they were married while they were out there i guess but uh she was uh my son used to say she was a piece of work she she hadn't definite ideas about pretty near everything
s2203b,s22,1132,was it what oh sometimes she and mary had more disagreements than i ever had with her she would pamper the kids and well from where we lived there we lived just i don't know whether you're acquainted with the north end of columbus but anyway indianola avenue is one of the main thoroughfares and uh we lived about a a block and a half off of indianola and then just another block was a small shopping center where there was a drug store and a barber shop and a a ten cent store theater i forget a couple other shops and um when orrin was about i don't know five five or maybe six or seven years old he had been explicitly told that he was not to go up there at all so one day grandma gave him i don't know a quarter or something and that burned his pocket till i don't know whether he went up with another neighbor kid or whether he went up on his own but he went up to the store and uh i think i don't know whether mary went up and got him or what anyway she found out he was up there so when i came home she told me what had happened and i said well that just can't be so i took him downstairs and paddled him and i've never been anything more said about it since then the only time i ever did paddle him but uh well i i told him yknow i said something we told you you are not to do and you went ahead and did it so my parents homesteaded out there in nineteen eleven or twelve shortly after they were married they they'd go out there and there was um i suppose it was a county seat town and they'd file a claim on a certain area of land uh it was surveyed off and marked off in sections a section of land is uh six hundred and forty acres and that sounds like a lot of it is a good sized area but when you can't grow much of anything on it it's not that valuable but they that's what they thought though you get it for free well you and then you um you prove up on it as they say you you just build buildings a house and barn and and uh so that you could live on it and uh i think i don't know i suppose farm a certain amount of what i mean put in wheat or whatever and uh and after five years you get a title to it it's yours so they thought well gee yknow free country free land to a farmer so uh they went out there but i dad said in the eleven years that they were out there they only raised three or four crops i mean it's just too dry it it wasn't really farming country and he went he went out there from iowa where you throw a kernel of corn out in the field and a stalk of corn would grow but uh that's how i see uh the only regular crop they had when they were out there my parents was kids there were six of us born out there and uh my oldest sister started to school out there and i don't know whether my uh i don't think my second sister ever went to school out there but uh things were so tough that and mom had taught school in iowa where she grew up and uh got her teacher's certificate so i guess she and dad agreed that if they could find someone to stay with us kids through the day she could teach so she did i don't know whether it was more than a year or not for i think it was forty dollars a month and uh course that was forty dollars more than they had otherwise and uh then i think the let's see she well she went out there when bernice was going to school and bernice went to my oldest sister went to know whether it's first or maybe second grade out there says she she really thought that mom was the best teacher she ever uh then they hired a girl to come in as a hired girl and uh about the second or third day she was there she wasn't wasn't feeling very good she had smallpox so uh they got us kids vaccinated in time but dad didn't i mean they didn't get vaccinated in time and he was just covered with those sores for i don't know how long uh mom said that after they started after the scabs started falling off of him why he'd get out the bed and she'd take the sheet out in the yard and shake it to get those scabs but uh yeah the the only uh the only people out there other than homesteaders were sheepherders there was this one guy had a so i don't know how many several herds of sheep and he'd hire uh i think they were mexicans as sheepherders and uh they were not desirable specimens other than for herding sheep and we'd come in dirty when mom was the uh dirty as an old sheepherder and then back of our house about i don't know five hundred yards there's a manmade lake or a small one and i don't know whether it was there when we moved there or not but anyway it was fairly good size i mean probably half mile a mile long and and out in the middle of it there was an island there'd been a small raised place out there and uh what i remember about it is one morning dad went out to milk and the milk cows were out on the on that island so and i don't know whether he had a boat or anyway there's a boat to him and and he rowed across the island to milk the cows uh and then uh one day my two sisters older than i bernice and francis and i were outside playing and bernice i don't know whether bernice or me but one of us said well let's go down and wade in the lake and that was strictly no no well we started down there and francis the goody two shoes said i'm gonna tell mom and she did but we were out bernice had hiked up her skirts and i'd rolled up my pants leg and where i was probably not over knee deep but uh i think i was good talking too was all we ever got out of it
s2501a,s25,1153,four five ew and i hate hearing myself on okay i might want to try to adjust this a little bit again if you say it goes under my putting it under here help not it was better before there that's better that's okay okay so i can just talk normal and it won't be too loud because i talk loud okay so when i start laughing real loud you can turn it down so no one breaks their ear drums yes thirty nine uh north end over by riverside hospital henderson olentangy yeah um currently unemployed um-hum so yeah i'm looking for work um taking my time looking for work it's the first chance that i've had in probably twenty years to sit back and get what i want so i'm doing that getting unemployment and taking my time i've got several interviews so some exciting ones so um secretarial administrative assistant type work uh i'm kind of happy i'm not doing that anymore it really takes a certain type of person to work for in that's hard to find in that area so uh in insurance off and on working for independent insurance agents so i did that until i uh came to a company that i stayed with for seven years and then they relocated to dallas so yeah um i didn't wanna go to dallas so there was a couple people that went but probably two out of five hundred and nobody wanted to so i stayed here oh probably my family my kids are here i have a grandchild now so yeah i like to stay close to all them she is four months almost five yeah so i'm a new grandma thanks i don't feel like a grandma either so have to be careful what i do they still watch me i guess uh-oh oh that's fun and that's a challenging age too thirteen months that's fun yeah um no i got to babysit for like a week and then she has a best friend that's watching her baby and a friend of hers that has other kids too so it's real good for the baby um-hum yeah it's my daughter yeah um-hum uh she's actually at uh columbus state she's gonna study to be a teacher so she's doing that and uh um-hum yeah yeah she's nineteen yeah oh gosh a whole lot more people whole lot more places to live seems like everywhere i turn there's construction and and yknow you go down one one road and then you wait a couple years if you don't go in that area and it's all changed looks all different so and that's mainly like looking at bethel and three fifteen north things like that yeah think the population um in a way but i think it also leaves it open for all the things of having too many people in one area um i don't i don't know i think the main thing that affects me now and since i've been home i've been reading the paper a lot more and yknow i'm more aware of what's going on and i really um gonna be some kind of activist for um i don't know a lot of the places that are coming up the gentleman's clubs and things like that i just i think that's gonna be really bad for the kids and and everybody around um there's one off of uh bethel or no it's off of henderson cahoots and then there's the red hot peppers or something i saw the other day and i couldn't even believe they're like right across the street from each other yknow and it's funny because you read the paper and and it seems like so many people are concerned about kids and education and all that but then they let all that stuff so thinking it really affects it yeah try to go around and until they make a women's uh club won't be real uh um i'm sure that it has because it enables a lot more people to get housing and and things like that um and i and yknow growth is always good my husband's in construction so i shouldn't be against it or anything but um you kind of like to have things spread out and kind of yknow have some space so um i work downtown the last year i worked downtown and then i think about oh probably fifteen twenty years ago i worked downtown and um yknow as far as the focus you mean like nighttime things or just anything in general or yeah well i think it would be good if it expanded out a little bit more i mean it's smaller compared to most downtowns i mean you yknow it seems like you just drive through in two minutes and you're out i don't think it that would hurt anything and then to live there if they made it more affordable that would be nice so uh i live up north um around carl and uh morse road so i have a house oh then you wouldn't be too familiar with everything huh um-hum northland mall yeah with all the controversy about that and polaris and um-hum um i don't know it's northland is such a a good location for all the people around there and it's certainly not yknow um um a hurting or yknow a neighborhood that people don't need the shopping so i didn't see the difference of having both there's lazarus everywhere there's sears everywhere why not have it both places i mean i wouldn't particularly go up to polaris if they take northland but we're not planning on staying there anyway so i didn't yeah we'll probably move within the year um-hum um the well i've had the house excuse me um for probably six seven years and we just need to move it's kind of small it's a smaller house and um my husband works in gahanna so we were gonna look for some houses up that way and maybe some land we've been looking at some land up north too um-hum yeah it's either gonna be find a house we want or we'll go build it oh a place on some land with woods and uh yeah water things like that right yeah we could put a little trailer there we'd be outside most the time anyway so um-hum yeah yeah i would say anything outside like doing that um-hum yeah we'd like to garden and that was one of the things too we want some space to to make a bigger garden and uh no uh no we kind of help my neighbor out he's got a big garden next so we help him and he's retired oh good because i don't think i'd know that one whatever looks pretty when it
s2501b,s25,1469,uh it's all over they contract with dominion homes and dominion is seems like it's going up everywhere and m i so they're all over uh they have projects all over uh it's not really an office he's like a um supervisor that just goes to the different job sites he he tells the the crew members what houses to work on and which ones are ready and and then he gets to um talk with the other contractors and he works together with them but he's really just there's a main place where they park all their trucks and then he just goes to the different sites right yeah and they're all so different but he's he deals real well with people so he's really and he's even thinking of going into uh business for himself yeah he almost that this year and then he thought nah i don't want all the headaches so he's like the top guy of of the people that he works for so yeah yeah it'd be good though because i could take care to the books and everything and do all that kind of thing so um-hum yeah yeah we probably eventually will do that but i'm like so up in the air about what i wanna do and there's many things to do out there that i need to take time to think about it so no no i really don't i've done uh i've done a variety of uh different things and then also um just reading and and things uh since i've been off and i i wanted to go back to school i thought about that and i wanna do something with kids i almost thought of opening my own daycare center but then i didn't know if i wanted to get into that and so just trying to take my time do what i wanna do yeah oh um yeah well and that's good for the baby too yeah oh gosh i hate that's really going around a lot well um let's see i got divorced when my oldest was three and my youngest was about six months almost a year so i've i've raised them basically myself yeah so i did go back to work uh five years ago almost five years ago couple months short of that oh yeah i um well and that was really um struggle yknow a struggle for money and everything so i would take whatever would come along and when you work in secure jobs like that i mean you i had a different job every year i mean a year would come up and i'd say okay here we go yknow they're either gonna downsize or they're gonna do something and they always did so i was never really shocked and i didn't panic or anything i was never without a job and never had to i never missed um yknow i would say it would take probably two weeks at the most before i would be working again yeah um-hum yeah eighty four yeah um yeah pretty good for secretarial administrative type work i mean everybody's always looking for that so but i had some really tough challenging jobs and yeah if i knew now what i knew then i probably could be a millionaire with all the lawsuits of different yeah i experience with um sexual harassment yeah real bad and and it was yknow mainly um no one talked about it yknow i mean it was just like and then it also put a mark on you to go somewhere else so you would never wanna yknow ever say anything but um yeah that well i walked out and uh it wasn't quietly and i but it felt good and uh and i didn't even know if i was gonna be living in the streets but i'll never forget the day yknow and his wife worked in the office too so i went to her and i said it was nice working with you i'm going home yknow can reach me at home and then he was shocked and he just couldn't believe it and he said you can't do this he says i won't pay you and i said uh yknow watch me walk out the door and i don't want any money yknow so i left out um oh it was just a a long drawn out thing i mean it started out with little things and then it just got bigger like um he had an office off of the main office and it was a pretty prominent uh insurance company and he had his own um agency and he was a successful i mean he's probably still is out there very successful but i was doing some computer training and he was walking me to the other side of the building and he locked the door and turned around he said why don't you get the or the front door and it was only he and i in the office yknow and every once in a while his wife would be in there and i just i lost it i was i uh i was mad but i i didn't want him to think that i was afraid i wanted to be of him to be afraid of me so i just i stomped back to my desk and i said oh i said not only are you a pain to work with i have to be afraid of you and then i think i did scare him because he start yknow he backed off a lot and just his personality and his his and then that that was a real um slap in the face for him so he was really mean after that so i left i just i walked out i picked the kids up at the bus stop and they're like mommy what are you doing i said we're going somewhere get in the so but um yeah just couple experiences like that though make you do other things so yknow i stayed tough and i yknow got other jobs and was pretty good never had to borrow any money never went on welfare didn't i think i was on food stamps or something for a month when i first yknow got a divorce so it's been hard um uh he was in so much trouble and he was that was the main reason why i didn't stay with him is he was just draining on me and pulling me down so he was never really there he was in and out of jail all the time and i would go through the whole um bureau child support that whole thing and that was a total mess he'd have wasted all the time to go down there to court appearances and all this other stuff well it turned out he could just move he found out he could just move yeah so yknow he always got away from that oh yeah um-hum yeah i think they're really helpful and i think that it's the only way that a single mom or anybody raising kids can make it there's really but there's so much fraud and there's so many people that take advantage of it that it hurts the other people that really need it yknow like with me i didn't wanna stay on it i wanted to be on my own and i was perfectly capable of it but if i didn't have the ambition that that i had i might have stayed home there's like nine yknow there was even a mother that lived across from me in my apartment complex that i would get up and go to work every day and she would have food delivered to the her front step and she drove that year's i mean she had a brand new yknow like whatever year it was that's the car she had and i i would just shake my head and wonder how she ever got away with it and yknow i thought yeah yeah yeah she probably got um i don't know maybe even she sold drugs or yknow whatever kind of way she made her money but it wouldn't have been enough welfare wise to get a car and to support the her living conditions or whatever um-hum yeah yeah you can hide a lot of that and get away with it for long time which yknow i'm sure she did i don't know i always thought um i always thought it would be neat to have a system like the police have if you don't pay a speeding ticket there's a warrant for your arrest and they come after you
