item,Type,WordPosition,pres,surprisal,L6_k3,L12_k5,L6_k5,L6_k7
8,NPS_AMB,9,C_droptok0,2.8773701868028922,89.23332336996812,62.93322756255453,71.35100738418643,66.64365774654866
8,NPS_AMB,10,C_droptok0,1.0784797279288303,82.02181072761373,116.5079345126494,69.98294457380753,60.65714098962018
8,NPS_AMB,11,C_droptok0,5.908364908384894,65.49475745875917,50.441755369302555,61.9393453078918,59.46718819810967
8,NPS_AMB,12,C_droptok0,6.502874535887451,87.16793763033533,109.49294609236232,68.71964103447121,65.21757487644523
8,NPS_UAMB,1,A_isolated,0.0,,,,
8,NPS_UAMB,2,A_isolated,16.438171938388802,,,,
8,NPS_UAMB,3,A_isolated,14.137584783298735,,,,
8,NPS_UAMB,4,A_isolated,1.4276660789693407,1956.4345655955663,,,
8,NPS_UAMB,5,A_isolated,1.8865093421219068,70.7845082671328,,,
8,NPS_UAMB,6,A_isolated,9.525114652609933,91.34731887138909,82.9091324279043,1201.0404246752057,
8,NPS_UAMB,7,A_isolated,9.46846907086055,102.87530029369404,30.607202688163948,72.75850935238252,
8,NPS_UAMB,8,A_isolated,7.3006511463753645,89.33308193542257,40.88798572349851,72.93348963771803,843.0290574799606
8,NPS_UAMB,9,A_isolated,3.479076944278756,77.70825253192959,36.63867944737634,60.21091493782611,55.84063263452149
8,NPS_UAMB,10,A_isolated,3.031235153327908,87.72556951562117,63.90782969800811,70.39336554509005,64.60644193837469
8,NPS_UAMB,11,A_isolated,1.0455436744273954,80.4414771819233,123.59295105416844,68.74147942226308,61.34768128531664
8,NPS_UAMB,12,A_isolated,5.730163364866886,65.28798218397864,52.79476389096691,60.91107858797202,58.315814141260425
8,NPS_UAMB,13,A_isolated,6.824910501784203,86.4812553740381,104.3785724352862,68.99251457035999,66.22480121570086
8,NPS_UAMB,1,B_prefix,72.44605526103518,,,,
8,NPS_UAMB,2,B_prefix,17.50269088864252,,,,
8,NPS_UAMB,3,B_prefix,11.977772995176515,,,,
8,NPS_UAMB,4,B_prefix,1.7157171551683705,79.84585696154444,,,
8,NPS_UAMB,5,B_prefix,2.135879542341406,71.19764359917363,,,
