story_id,t,u_human,u_pseudo,D_human,D_pseudo,D_cand_mean,n_cand,n_excl,human_in_cands
1,513,0.5,0.5,77.46608010797634,77.46608010797634,77.46608010797632,20,0,20
1,514,0.047619047619047616,0.8333333333333334,79.47903567130844,90.55792664820818,87.98259822015322,20,0,1
1,519,0.30952380952380953,0.9285714285714286,92.60123171498714,104.9592941821717,95.90242856482932,20,0,12
1,522,0.7857142857142857,0.6428571428571429,92.78482505486875,90.39295811524738,89.2034657946152,20,0,0
1,529,0.35714285714285715,0.8095238095238095,102.23254663220966,105.65711404639138,103.22322506523624,20,0,12
1,534,0.14285714285714285,0.6904761904761905,90.26770285640832,96.10741312614526,94.41481262642124,20,0,1
1,540,0.5,0.5,94.25120605309398,94.25120605309398,94.25120605309397,20,0,20
1,543,0.5952380952380952,0.5952380952380952,96.6689883832582,96.6689883832582,95.22411562164902,20,0,16
1,547,0.5,0.5,87.62140219445237,87.62140219445237,87.62140219445239,20,0,20
1,549,0.38095238095238093,0.38095238095238093,100.43278040551156,100.43278040551156,103.74355013016165,20,0,13
1,565,0.5,0.5,80.82053604520091,80.82053604520091,80.82053604520091,20,0,20
1,566,0.2857142857142857,0.2857142857142857,85.46984270796302,85.46984270796302,89.9405969551895,20,0,1
1,577,0.5,0.5,81.93333716107462,81.93333716107462,81.93333716107462,20,0,20
1,578,0.35714285714285715,0.40476190476190477,88.28941035794665,94.28746482047241,95.30415606146856,20,0,2
1,589,0.5,0.5,77.52182030098457,77.52182030098457,77.52182030098456,20,0,20
1,591,0.9523809523809523,0.23809523809523808,92.51579798291853,81.94482420002201,84.40096330357923,20,0,1
1,602,0.5,0.5,89.69934768669549,89.69934768669549,89.6993476866955,20,0,20
1,610,0.30952380952380953,0.7857142857142857,89.68611099625355,93.54289505396453,92.01689479130063,20,0,12
1,615,0.5,0.5,89.38221245679506,89.38221245679506,89.38221245679506,20,0,20
1,616,0.023809523809523808,0.7380952380952381,73.40492897740272,85.47470307987892,82.96014778720514,20,0,0
1,621,0.9761904761904762,0.6190476190476191,101.1715825770529,97.50766266121244,96.55726196249387,20,0,0
1,622,0.38095238095238093,0.38095238095238093,95.84355278914548,95.84355278914548,96.95278676782597,20,0,11
1,623,0.5,0.5,123.60398912265075,123.60398912265075,123.6039891226507,20,0,20
1,628,0.5714285714285714,0.5714285714285714,108.10839229844383,108.10839229844383,107.71953096571676,20,0,17
1,631,0.30952380952380953,0.5476190476190477,90.41341523815765,95.36165212772943,93.01428934376493,20,0,2
1,633,0.35714285714285715,0.35714285714285715,94.14788371807198,94.14788371807198,96.42522862410361,20,0,2
1,644,0.5,0.5,83.18064657950973,83.18064657950973,83.18064657950974,20,0,20
1,645,0.5714285714285714,0.19047619047619047,95.81488559738452,94.51507789793332,94.18200004346986,20,0,15
1,653,0.5,0.5,83.35425910079252,83.35425910079252,83.3542591007925,20,0,20
1,654,0.35714285714285715,0.35714285714285715,83.16327111190591,83.16327111190591,85.2187880243434,20,0,14
1,661,0.23809523809523808,0.6904761904761905,94.28837135671131,98.73286902018529,97.15022051082576,20,0,9
1,669,0.3333333333333333,0.6666666666666666,92.81993751943376,94.62246859584505,93.19996423634477,20,0,5
1,696,0.5,0.5,89.13632424985799,89.13632424985799,89.136324249858,20,0,20
1,697,0.09523809523809523,0.30952380952380953,74.50354784549249,77.26305450224335,83.12014780780652,20,0,3
1,709,0.2857142857142857,0.2857142857142857,89.82505710177854,89.82505710177854,93.01871190194399,20,0,11
1,714,0.5238095238095238,0.21428571428571427,81.36471303025976,79.09345622790168,82.73267453909659,20,0,9
1,719,0.5,0.5,91.0291881267082,91.0291881267082,91.02918812670822,20,0,20
1,723,0.5,0.5,78.93809955726464,78.93809955726464,78.93809955726464,20,0,20
1,724,0.21428571428571427,0.21428571428571427,83.5334557781872,83.5334557781872,88.30775092380607,20,0,8
1,728,0.5,0.5,88.0146624280398,88.0146624280398,88.01466242803981,20,0,20
1,730,0.5238095238095238,0.5238095238095238,86.99782156485215,86.99782156485215,86.87029618837,20,0,19
1,735,0.3333333333333333,0.11904761904761904,91.88488443263212,88.98495851578893,91.93930673731373,20,0,7
1,740,0.5,0.5,84.37459962070977,84.37459962070977,84.3745996207098,20,0,20
1,754,0.11904761904761904,0.7619047619047619,92.52297459923388,97.79887853466077,96.35284170488175,20,0,4
1,756,0.11904761904761904,0.35714285714285715,73.68293344435124,76.05901657449495,79.4207410307271,20,0,2
1,764,0.5714285714285714,0.09523809523809523,94.41345903820488,85.74197211216404,94.06467329569978,20,0,13
1,772,0.5,0.5,85.01942379776047,85.01942379776047,85.01942379776048,20,0,20
1,773,0.09523809523809523,0.8333333333333334,82.14411279722485,90.17025030787644,85.46659726437582,20,0,3
1,787,0.5238095238095238,0.5238095238095238,85.48406953087833,85.48406953087833,85.207520809895,20,0,19
1,803,0.5,0.5,88.34415952641257,88.34415952641257,88.34415952641257,20,0,20
1,814,0.8809523809523809,0.5952380952380952,88.21150401091649,86.55401927927687,86.23520688009906,20,0,2
1,816,0.047619047619047616,0.5,85.63790814186082,98.83074040329309,97.95923093643992,20,0,1
1,823,0.6666666666666666,0.6666666666666666,111.93113559748502,111.93113559748502,105.65623241665824,20,0,3
1,826,0.6666666666666666,0.6666666666666666,92.64908741282531,92.64908741282531,90.38361803127607,20,0,9
1,828,0.5,0.40476190476190477,89.96445718173064,86.4636336542283,92.70633276015928,20,0,0
1,837,0.5,0.5,85.32006900839002,85.32006900839002,85.32006900839,20,0,20
1,838,0.8095238095238095,0.07142857142857142,94.84786435073768,79.0638463302439,86.79377918692118,20,0,7
1,840,0.023809523809523808,0.2857142857142857,76.79053478380222,82.95104598090712,84.39889305711003,20,0,0
1,843,0.42857142857142855,0.023809523809523808,86.16189707894932,85.88708219329172,86.70228132722752,20,0,17
1,854,0.5,0.5,77.49309825113033,77.49309825113033,77.49309825113032,20,0,20
1,855,0.47619047619047616,0.9523809523809523,81.06122485358874,90.89559774771884,82.24637999997586,20,0,9
1,858,0.2857142857142857,0.5476190476190477,89.18323628449878,89.46917009010228,90.57178044942772,20,0,5
1,860,0.7857142857142857,0.8333333333333334,92.12256965147694,93.48653484781447,90.64282623366607,20,0,0
1,865,0.35714285714285715,0.047619047619047616,90.88079422622384,86.72956791905038,96.67999729238198,20,0,2
1,869,0.4523809523809524,0.5714285714285714,114.36847665673177,114.5956004315539,109.40293784788003,20,0,0
1,871,0.30952380952380953,0.9761904761904762,97.30292810509484,114.18280698104125,100.0804095236733,20,0,0
1,873,0.11904761904761904,0.8809523809523809,83.74629505638079,96.01291897202739,91.03855849020657,20,0,4
1,882,0.8809523809523809,0.047619047619047616,101.86452686604767,83.36340347044948,95.85656054650477,20,0,4
1,889,0.47619047619047616,0.47619047619047616,89.91736521738825,89.91736521738825,91.78472498661215,20,0,11
1,909,0.5238095238095238,0.5238095238095238,85.50250782237347,85.50250782237347,85.38771747336355,20,0,19
1,910,0.6904761904761905,0.5,81.17323325523073,79.10054091711886,78.54848947111158,20,0,8
1,913,0.11904761904761904,0.11904761904761904,88.69483632515679,88.69483632515679,93.56737570699721,20,0,4
1,922,0.5,0.5,80.30983235116979,80.30983235116979,80.30983235116977,20,0,20
1,927,0.2857142857142857,0.2857142857142857,77.9759397848091,77.9759397848091,81.8806513777562,20,0,11
1,929,0.5952380952380952,0.2619047619047619,90.51751309610023,85.86267768601726,89.20034119575176,20,0,2
1,932,0.2857142857142857,0.2857142857142857,93.00514547484086,93.00514547484086,97.46195420933024,20,0,3
1,935,0.5,0.5,80.62552122356989,80.62552122356989,80.62552122356989,20,0,20
1,939,0.9285714285714286,0.16666666666666666,101.2304773289882,98.27824273531776,98.91329110771234,20,0,2
1,946,0.5,0.5,86.73450963906778,86.73450963906778,86.73450963906777,20,0,20
1,947,0.21428571428571427,0.21428571428571427,77.73075626555037,77.73075626555037,80.61678710720444,20,0,8
1,949,0.6904761904761905,0.6904761904761905,96.84489598958157,96.84489598958157,91.2659291116144,20,0,12
1,950,0.9047619047619048,0.4523809523809524,100.0493807880656,93.77035741380348,94.55594965322639,20,0,3
1,952,0.7857142857142857,0.7380952380952381,97.05166890953316,95.84621150154747,93.75411783891983,20,0,0
1,959,0.7142857142857143,0.7142857142857143,107.45509129251155,107.45509129251155,103.67118545530192,20,0,9
1,962,0.5952380952380952,0.5952380952380952,95.41069888977245,95.41069888977245,94.270708260433,20,0,16
1,970,0.5,0.5,85.31082396116524,85.31082396116524,85.31082396116523,20,0,20
1,971,0.5952380952380952,0.6904761904761905,85.15706425668915,87.46623124355064,84.01232220438196,20,0,4
1,975,0.5,0.5,85.93559910562935,85.93559910562935,85.93559910562934,20,0,20
1,981,0.4523809523809524,0.4523809523809524,80.47313963681192,80.47313963681192,81.30483636354563,20,0,14
1,983,0.19047619047619047,0.30952380952380953,81.73908798716606,85.01021130044587,86.90174414927898,20,0,3
1,986,0.2619047619047619,0.2619047619047619,88.80095889124043,88.80095889124043,92.38895230351224,20,0,4
1,989,0.9047619047619048,0.9047619047619048,100.5869198478204,100.5869198478204,94.38183470793982,20,0,1
1,1002,0.5952380952380952,0.5952380952380952,74.061073120015,74.061073120015,73.81057669272968,20,0,12
1,1009,0.09523809523809523,0.4523809523809524,87.10218411567966,92.0789415548758,93.34216222817858,20,0,3
1,1014,0.5,0.5,88.80067445616402,88.80067445616402,88.800674456164,20,0,20
1,1016,0.5952380952380952,0.023809523809523808,86.7765512065967,84.31266207586643,86.15906965364645,20,0,0
1,1018,0.023809523809523808,0.5952380952380952,82.58195275067524,96.03805866855906,94.9197969947904,20,0,0
1,1025,0.6190476190476191,0.30952380952380953,106.42912673497233,100.04984955321643,103.52161400928654,20,0,13
1,1028,0.6428571428571429,0.6428571428571429,92.68172596308162,92.68172596308162,90.07123033821618,20,0,12
1,1030,0.047619047619047616,0.047619047619047616,87.50973252985045,87.50973252985045,92.12092685810653,20,0,1
1,1035,0.5,0.5,85.34263565833088,85.34263565833088,85.34263565833088,20,0,20
1,1042,0.6428571428571429,0.38095238095238093,93.54213832958847,93.25734496339449,91.74872453818327,20,0,10
1,1055,0.7380952380952381,0.5476190476190477,92.96406976278377,90.71314320433153,91.27623610659384,20,0,6
1,1057,0.023809523809523808,0.7857142857142857,88.9692459464553,99.55073051853758,95.13854552921461,20,0,0
1,1062,0.8333333333333334,0.5714285714285714,94.68513384815279,92.61014446253465,89.56445859050993,20,0,6
1,1069,0.42857142857142855,0.42857142857142855,92.90651636866967,92.90651636866967,93.42691448911407,20,0,17
1,1071,0.09523809523809523,0.6904761904761905,87.11725348502235,96.12800308101193,95.3158237733905,20,0,3
1,1080,0.5,0.5,89.4418862593842,89.4418862593842,89.44188625938423,20,0,20
1,1081,0.35714285714285715,0.6190476190476191,81.81390495723029,87.39554908506854,85.23436542520562,20,0,4
1,1083,0.8095238095238095,0.8095238095238095,90.8264977434909,90.8264977434909,84.14648734451585,20,0,3
1,1085,0.35714285714285715,0.21428571428571427,96.43189901833861,92.61842978225854,96.76099903368777,20,0,2
1,1090,0.5714285714285714,0.5714285714285714,115.90610353847974,115.90610353847974,114.30055632870048,20,0,17
1,1095,0.5,0.5,97.01351367063687,97.01351367063687,97.01351367063688,20,0,20
1,1097,0.5,0.023809523809523808,90.57258906348922,86.86050099423551,90.57258906348922,20,0,20
1,1099,0.07142857142857142,0.6904761904761905,74.56662402336681,79.50944911899599,77.90452781758205,20,0,2
1,1102,0.47619047619047616,0.47619047619047616,92.12463504117618,92.12463504117618,92.56596715089333,20,0,19
1,1108,0.5,0.5,86.35329129406848,86.35329129406848,86.35329129406847,20,0,20
1,1109,0.5,0.5,81.1602886599343,81.1602886599343,81.16028865993431,20,0,20
1,1124,0.5,0.5,92.11816412076587,92.11816412076587,92.11816412076587,20,0,20
1,1140,0.5714285714285714,0.047619047619047616,97.52910958336537,90.98804227358936,96.83478933978503,20,0,17
1,1142,0.5,0.5,109.05653966186544,109.05653966186544,109.05653966186544,20,0,20
1,1146,0.5,0.09523809523809523,84.53147963439403,81.75720675422357,85.18959644467728,20,0,12
1,1158,0.5,0.5,87.36573338313876,87.36573338313876,87.36573338313877,20,0,20
1,1170,0.5238095238095238,0.5238095238095238,82.50330561450092,82.50330561450092,82.47980275102373,20,0,19
1,1182,0.5,0.9285714285714286,95.23359062685921,97.78045900510077,95.1222549336494,20,0,18
1,1185,0.35714285714285715,0.35714285714285715,99.77438307942093,99.77438307942093,101.33920691546426,20,0,14
1,1194,0.5,0.5,91.69254841349162,91.69254841349162,91.69254841349161,20,0,20
1,1209,0.5,0.5,90.4318692576988,90.4318692576988,90.43186925769879,20,0,20
1,1218,0.5238095238095238,0.5238095238095238,99.07117304076893,99.07117304076893,98.63241441615654,20,0,17
1,1226,0.5,0.5,87.01639784937423,87.01639784937423,87.01639784937423,20,0,20
1,1235,0.5,0.5,85.3329276932856,85.3329276932856,85.33292769328561,20,0,20
1,1236,0.47619047619047616,0.47619047619047616,71.25425366746983,71.25425366746983,71.85934498168699,20,0,19
1,1245,0.5,0.5,85.75990090552183,85.75990090552183,85.75990090552183,20,0,20
1,1249,0.47619047619047616,0.47619047619047616,82.63582145486714,82.63582145486714,82.72721229004469,20,0,19
1,1250,0.7142857142857143,0.19047619047619047,94.39750901244197,83.33854620002177,89.8235135647161,20,0,9
1,1264,0.23809523809523808,0.7619047619047619,101.02765167055344,106.42791347302331,104.4043065656989,20,0,9
1,1265,0.5,0.5,105.10021489170643,105.10021489170643,105.10021489170643,20,0,20
1,1270,0.7380952380952381,0.7380952380952381,96.92590225270389,96.92590225270389,91.07070893474483,20,0,4
1,1274,0.5476190476190477,0.5476190476190477,83.72014442911414,83.72014442911414,83.56473126849312,20,0,18
1,1295,0.30952380952380953,0.023809523809523808,92.5820179865298,89.21125505390805,94.50451500018968,20,0,4
1,1301,0.5714285714285714,0.9285714285714286,101.44249675077204,101.97022469105562,101.32531760144437,20,0,15
1,1307,0.19047619047619047,0.7142857142857143,86.8492860663685,89.94060834341684,88.7564399142149,20,0,3
1,1323,0.47619047619047616,0.47619047619047616,95.08056101710149,95.08056101710149,95.27824746133368,20,0,19
1,1324,0.6666666666666666,0.6666666666666666,86.61036031854036,86.61036031854036,85.04158894055527,20,0,13
2,4,0.11904761904761904,0.5714285714285714,83.86408774469734,84.89325772149886,85.55552075389592,20,0,4
2,15,0.11904761904761904,0.42857142857142855,89.002070510417,93.15316964187237,93.25554811452244,20,0,4
2,23,0.19047619047619047,0.6904761904761905,88.96750756269614,97.30102453887294,96.17203386189357,20,0,1
2,32,0.35714285714285715,0.6428571428571429,98.69091899532629,101.47376673924644,100.58166241361684,20,0,6
2,36,0.6904761904761905,0.9285714285714286,92.95113873942549,95.60482928292181,88.19419627017496,20,0,4
2,48,0.42857142857142855,0.42857142857142855,101.7218100988402,101.7218100988402,102.29706350584173,20,0,7
2,67,0.11904761904761904,0.5238095238095238,88.07186237750015,93.18406186364223,92.4319367756184,20,0,4
2,69,0.09523809523809523,0.21428571428571427,75.04044507327666,76.21084771489396,82.46275963991768,20,0,1
2,77,0.6428571428571429,0.6428571428571429,84.74665081595164,84.74665081595164,83.68318469075763,20,0,12
2,86,0.3333333333333333,0.8809523809523809,93.53554578084734,113.08451638963288,98.35802681654599,20,0,13
2,88,0.6190476190476191,0.6190476190476191,94.23501665301096,94.23501665301096,92.73762056042924,20,0,13
2,91,0.5476190476190477,0.5476190476190477,90.3261415013286,90.3261415013286,91.94864690174788,20,0,4
2,94,0.4523809523809524,0.4523809523809524,98.0646047390586,98.0646047390586,98.42527763647249,20,0,18
2,98,0.16666666666666666,0.8571428571428571,95.99597109224096,107.27979280150157,100.54358049529289,20,0,6
2,115,0.47619047619047616,0.47619047619047616,108.72246589115888,108.72246589115888,108.49897616509118,20,0,6
2,116,0.2619047619047619,0.5476190476190477,109.4221673979874,115.38030838616112,115.20620294175959,20,0,10
2,117,0.6428571428571429,0.11904761904761904,92.32348811064615,85.25438221751509,90.1753626715101,20,0,12
2,121,0.21428571428571427,0.21428571428571427,76.66437513307656,76.66437513307656,82.61262392155744,20,0,6
2,130,0.7380952380952381,0.7380952380952381,99.33554280615606,99.33554280615606,98.88334887484211,20,0,8
2,140,0.5238095238095238,0.07142857142857142,79.58294931037672,74.4348364122327,79.80949646565635,20,0,17
2,154,0.09523809523809523,0.4523809523809524,86.9876071209288,90.11998897226933,91.8754310070048,20,0,1
2,156,0.7619047619047619,0.07142857142857142,101.69186611364978,95.53925057813059,102.10823344199324,20,0,1
2,158,0.5952380952380952,0.5952380952380952,103.36623965924863,103.36623965924863,101.91774694757935,20,0,14
2,159,0.2619047619047619,0.5476190476190477,89.75988550282608,92.11458034987554,92.82330843207532,20,0,10
2,161,0.11904761904761904,0.11904761904761904,88.78983468168425,88.78983468168425,92.25404371530803,20,0,4
2,171,0.6190476190476191,0.9761904761904762,104.27665882106186,107.02796066888139,102.7956873924868,20,0,13
2,175,0.19047619047619047,0.8333333333333334,89.7799736648963,98.16527389102298,93.21083164756695,20,0,7
2,183,0.5238095238095238,0.7619047619047619,87.49263261440541,92.9924463767162,88.34263727421731,20,0,7
2,208,0.5,0.5,90.81973575740221,90.81973575740221,90.38360696985676,20,0,16
2,214,0.23809523809523808,0.5952380952380952,95.54206002506682,99.9008327786478,100.18914782809136,20,0,9
2,220,0.35714285714285715,0.9761904761904762,90.4200601446419,104.79248364361587,92.48591135281515,20,0,14
2,225,0.5,0.5,84.29091785586026,84.29091785586026,84.29091785586026,20,0,20
2,234,0.2857142857142857,0.8809523809523809,85.57915151406971,91.7367574820119,88.08636262533467,20,0,1
2,243,0.2857142857142857,0.7857142857142857,98.87361139918809,103.56711997527191,100.77969984363162,20,0,9
2,244,0.5,0.5,81.43288601016657,81.43288601016657,81.43288601016658,20,0,20
2,248,0.9285714285714286,0.14285714285714285,92.79286693004154,79.37328231690559,86.20342104640345,20,0,2
2,257,0.35714285714285715,0.7380952380952381,83.22383700558657,86.70220330016569,84.48834410063533,20,0,12
2,259,0.35714285714285715,0.35714285714285715,83.22600660526828,83.22600660526828,85.6976181562836,20,0,14
2,280,0.7619047619047619,0.7619047619047619,85.51609308067674,85.51609308067674,81.83810188117116,20,0,7
2,287,0.7380952380952381,0.9761904761904762,90.3140597495772,93.42960593417779,86.41622389917013,20,0,10
2,294,0.07142857142857142,0.5952380952380952,85.74315463621193,89.29840922406801,91.07734340836727,20,0,2
2,300,0.40476190476190477,0.40476190476190477,89.43137078319694,89.43137078319694,91.28628008194805,20,0,12
2,315,0.6190476190476191,0.6190476190476191,98.3163274935236,98.3163274935236,97.30788877225913,20,0,13
2,324,0.40476190476190477,0.047619047619047616,82.63417386099201,82.52765376116173,83.42469139179028,20,0,14
2,329,0.21428571428571427,0.21428571428571427,86.33123198006277,86.33123198006277,90.5455501778057,20,0,0
2,330,0.7380952380952381,0.23809523809523808,100.11871205258197,96.79050368264625,98.72080551093757,20,0,6
2,331,0.3333333333333333,0.8095238095238095,110.33768960497353,111.33808993505045,108.96577144766029,20,0,5
2,345,0.19047619047619047,0.19047619047619047,87.00894187004926,87.00894187004926,90.81102721010465,20,0,7
2,358,0.9761904761904762,0.6428571428571429,105.845224511312,103.97577734920831,101.44590843149014,20,0,0
2,359,0.5,0.5,96.88702638730783,96.88702638730783,96.88702638730781,20,0,20
2,367,0.8809523809523809,0.40476190476190477,94.03030833573784,86.82622802200622,88.68438020292794,20,0,0
2,373,0.16666666666666666,0.16666666666666666,83.4896530848172,83.4896530848172,87.79473326790428,20,0,6
2,379,0.23809523809523808,0.40476190476190477,104.69152493005514,105.12427786921158,105.47871152597342,20,0,3
2,391,0.14285714285714285,0.2857142857142857,86.54155362837815,87.29924390589723,91.20747781482434,20,0,5
2,398,0.35714285714285715,0.5952380952380952,91.60542482582967,92.15123339224684,91.72813192404718,20,0,2
2,407,0.5714285714285714,0.19047619047619047,85.44445413807647,84.67243795652493,86.93282572054093,20,0,9
2,420,0.19047619047619047,0.6904761904761905,82.60928918055843,87.74348453193997,86.0899302075181,20,0,7
2,436,0.6428571428571429,0.6428571428571429,100.1582162680744,100.1582162680744,98.70227440767722,20,0,14
2,444,0.3333333333333333,0.8095238095238095,85.36922210073823,87.75061932504178,86.07924231622283,20,0,13
2,452,0.5238095238095238,0.2619047619047619,72.2143492841738,70.71114722421167,73.5327855676372,20,0,3
2,461,0.9761904761904762,0.07142857142857142,100.59069925006791,83.04332620181512,94.08071956631741,20,0,0
2,466,0.2619047619047619,0.5476190476190477,111.94227927768995,117.80352817681015,115.49341808666775,20,0,4
