story_id,word_idx,wake_rel_1,wake_nbhd_1,wake_rel_2,wake_nbhd_2,wake_rel_3,wake_nbhd_3,wake_rel_4,wake_nbhd_4,wake_rel_5,wake_nbhd_5,wake_rel_6,wake_nbhd_6,wake_rel_7,wake_nbhd_7,wake_rel_8,wake_nbhd_8,wake_rel_9,wake_nbhd_9,wake_rel_10,wake_nbhd_10
1,44,0.4435381591320038,0.00852455358908999,0.32890695333480835,0.010163402902098054,0.30352771282196045,0.004643007301703588,0.5058743953704834,0.024971828985563004,0.22150994837284088,0.0021363408037585368,0.1935238093137741,0.0032347438370939926,0.16196422278881073,0.006852407970083552,0.11775432527065277,0.0009149611457291592,0.08838766068220139,0.002754083937958693,0.04601087421178818,0.002208747974819287
1,56,1.0090994834899902,0.10089744938661527,0.6122884750366211,0.012330465950283797,0.32544925808906555,0.004353378511557387,0.4898028075695038,0.013774648488212984,0.5113887786865234,0.015958782864044417,0.39757415652275085,0.010533842105942081,0.4112185537815094,0.0054639025839809535,0.32235822081565857,0.007613617448920909,0.24463529884815216,0.007107982881885653,0.2793562114238739,0.012703283716608959
1,68,0.6827177405357361,0.05416654929322928,0.49249616265296936,0.020511734528628672,0.5011146068572998,0.020151840702829493,0.31395214796066284,0.005879999723657002,0.23632577061653137,0.007783773748113278,0.15413494408130646,0.012408333773983742,0.14249290525913239,0.002443455959668871,0.11836490780115128,0.006840858685262173,0.1063728928565979,0.0046384831681284735,0.11826866120100021,0.0010686811095799835
1,80,0.7855367660522461,0.08311810468194829,0.35964784026145935,0.013120737791975737,0.18175078928470612,0.010689581966615184,0.19736012816429138,0.008762803699935111,0.17681673169136047,0.002486493598187042,0.10433284193277359,0.0034315829883371242,0.060530949383974075,0.0007525168380382865,0.052458006888628006,0.0009228140741033695,0.050247758626937866,0.0011479398460715598,0.04114692658185959,0.0004600431665788813
1,92,0.4371258318424225,0.028466406186012497,0.4107630252838135,0.02658862525742033,0.10919730365276337,0.010120020265290424,0.11098704487085342,0.0028226817418955494,0.044961635023355484,0.003646989417022295,0.07014468312263489,0.0006686765529578998,0.04963840916752815,0.00507240924934151,0.052473291754722595,0.004558728193942156,0.043969642370939255,0.004444108749811802,0.04869719222187996,0.006807448060137201
1,104,0.3009938597679138,0.0032819679479709693,0.34564152359962463,0.0406012619891814,0.28213056921958923,0.005327557264863876,0.20210255682468414,0.007352989696235713,0.10965340584516525,0.007179565276201349,0.1572905033826828,0.01739296329024512,0.13588884472846985,0.008415077042683511,0.08445292711257935,0.0016454292796157866,0.050039876252412796,0.0008014746543574131,0.03505080193281174,0.0016913881139750066
1,116,0.8229902386665344,0.03599924422442442,0.46405938267707825,0.03761060042691959,0.2996963858604431,0.008771699895680406,0.1373443305492401,0.0028578013553606884,0.2165050357580185,0.005867965704553312,0.1089579239487648,0.0012144798941702809,0.08584637194871902,0.0015819429562609533,0.05131767317652702,0.0013459774611177956,0.05301743373274803,0.0015974327874129165,0.030046602711081505,0.00046236677945939245
1,128,0.439677357673645,0.00852493810242509,0.35160693526268005,0.0037445952896575374,0.22207099199295044,0.004621287040867244,0.1999497413635254,0.010971931966049129,0.1349319964647293,0.010825151742149354,0.1296551525592804,0.0031425041318570855,0.10845055431127548,0.004612526570844669,0.04909498617053032,0.002149022264256295,0.04169917851686478,0.0013896581143824764,0.032200153917074203,0.0017005062308018664
1,140,0.7904289960861206,0.011941493180343696,0.4987840950489044,0.04940081538649512,0.2761894464492798,0.016933021564908345,0.17987075448036194,0.003245701865327096,0.2737376391887665,0.0268036157100001,0.21498525142669678,0.011814703004118745,0.22963924705982208,0.010288989903556091,0.146841362118721,0.006786106174522498,0.11164366453886032,0.010206121755770304,0.0829438716173172,0.0025061378213364245
1,152,0.5498481392860413,0.009818957938097849,0.6957957744598389,0.03911316982683013,0.5320900678634644,0.04732845493609736,0.4338619112968445,0.009949972238044278,0.20146971940994263,0.0010347623273917331,0.23399718105793,0.00723176848830204,0.2690351605415344,0.0052868352952120355,0.14106610417366028,0.0026767424292904332,0.09125889092683792,0.0012220836285387075,0.09876395016908646,0.0025545496871380332
